number,name,goals,two_min,card,team,date,game_id,league_id,league_name
29,Joel Frost,3,1,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
89,Ludolph Matthies,5,1,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
1,Malte Iversen,0,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
3,Jan Böttcher,1,1,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
4,Niklas Romahn,5,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
6,Hendrik Janßen,2,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
7,Till Sonnenberg,2,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
8,Tim Lukas Möller,1,1,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
9,Alexander Dohrmann,2,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
14,Daniel Rechter,3,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
15,Fabian Furtner,6,1,yellow,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
17,Jonas Hoffmann,3,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
19,Ben Arthur Arend,0,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
21,Niklas Theege,8,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
30,Kevin Paulsen,0,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
54,Marco Simonsen,0,0,None,Rellinger TV,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
1,Simon Tobias Schwarz,0,0,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
2,Christian Arndt,4,1,yellow,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
7,Leon Pust,4,0,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
9,Jesper Koch,3,0,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
10,Mattis Butt,3,0,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
12,Philipp Fornacon,0,0,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
13,Niklas Grunwald,2,0,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
17,Stefan Orlando Baran Cambero,2,1,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
21,Raphael Höfer,3,2,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
24,Simon Vornhusen,2,0,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
25,Tobias Soppa,6,1,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
36,Per Johan Lipka,2,1,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
44,Lukas Deelmann,6,2,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
73,Per Ole Hatten,1,1,None,SG Hamburg-Nord 2,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
1,Tobias Prieß,0,0,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
2,Janik Rust,1,0,yellow,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
4,Tom Steinberg,4,0,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
11,Fabrice Bruce,6,0,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
12,Maurice Mensing,0,0,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
13,Elias Wani Martens,1,2,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
14,Jovan Conjic,2,2,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
15,Jonas Kappel,0,0,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
19,Marek Struß,7,1,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
20,Cuan Karaca,1,1,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
23,Jan Eric Hennings,4,1,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
27,Lennart Kanitz,0,0,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
55,Lasse Biederer,2,0,None,TV Fischbek,2024-11-02 18:00:00,handball4all.hamburg.7840191,handball4all.hamburg.126991,Männer Oberliga (100)
3,Julius Jäger,4,0,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
7,Max Ferdinand Schaefer,1,1,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
9,Heinz Luckhardt,7,1,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
11,Jannis Schliesing,7,2,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
12,Sven Person,0,0,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
18,Leon Loew,0,0,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
19,Florian Horwege,2,0,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
32,Mateo Türke,2,0,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
33,Jan-Eric Mulsow,4,0,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
34,Yannic-Andre Voß,1,0,None,HG Hamburg-Barmbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
3,Max Jacob Ehrentraut,1,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
4,Robin Samusch,3,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
6,Markus Fraikin,8,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
8,Peter Ubert,9,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
9,Joschka Grunwald,1,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
11,Philipp Lamprecht,0,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
14,Jascha Deeken,5,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
15,Daniel Schulz,0,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
20,Luca Kuschel,5,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
21,Jannis Maaß,0,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
22,Tim Laveaux,0,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
26,Christian Cornehl,0,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
27,Tobias Laupichler,0,0,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
77,Bastian Blietz,1,1,None,Ahrensburger TSV,2024-11-02 18:00:00,handball4all.hamburg.7840196,handball4all.hamburg.126991,Männer Oberliga (100)
5,Tobias Popp,1,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
6,Niklas Jeenicke,6,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
7,Tiago Lourosa Couto,1,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
10,Simon Rix,6,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
16,Marlon Broecker,0,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
17,Marcel Kehr,0,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
21,Marcos Luarte Correas,0,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
22,Joel Artzt,1,1,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
23,Daniel Römer,0,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
25,Alexander Horstmann,0,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
32,Niklas Politz,3,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
55,Tim Blunck,4,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
76,Jan Leon Petersohn,0,1,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
77,Yannick Wrede,2,0,None,TSV Ellerbek 2,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
2,Sören Fritsch,0,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
3,Valentin Schmuggerow,4,1,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
5,Alex Meier,0,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
7,Thorben Kuhlmann,2,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
13,Colin Dominique Hannig,0,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
16,Ben Kamin,0,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
17,Finn Hoyer,0,1,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
18,Jan Schaefer,1,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
22,Carl-Simon Ullfors,4,1,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
27,Bjarne Bucken,0,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
32,Peer Kurschus,6,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
39,Maurice Mannhaupt,1,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
77,Umut Erdagi,0,0,None,1. HC Quickborn,2024-11-09 16:00:00,handball4all.hamburg.7840206,handball4all.hamburg.126991,Männer Oberliga (100)
1,Hendrik Janert,0,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
2,Tjorben Voss,4,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
4,Jakob Cornelius Munzke,1,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
6,Torben Schülbe,1,1,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
8,Lasse Timm,5,1,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
9,David Schröder,8,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
11,Jan Ole Carstensen,2,1,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
12,Peter Bergmann,0,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
13,Jan Neumann,6,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
17,Alexander Farr,6,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
18,Jasper Timm,5,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
20,Yannik Voß,3,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
77,Malte Hell,0,0,None,TSV Uetersen,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
1,Simon Tobias Schwarz,0,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
2,Christian Arndt,2,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
5,Stefan Orlando Baran Cambero,5,0,yellow,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
7,Per Johan Lipka,1,0,yellow,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
10,Mattis Butt,1,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
12,Philipp Fornacon,0,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
15,Simon Vornhusen,1,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
19,Phil Karras,1,0,yellow,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
21,Jesper Koch,3,1,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
22,Luca Schultze,4,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
25,Niklas Grunwald,4,2,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
42,Konstantin Wilde,3,1,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
44,Lukas Deelmann,1,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
73,Per Ole Hatten,4,0,None,SG Hamburg-Nord 2,2024-11-09 17:00:00,handball4all.hamburg.7840226,handball4all.hamburg.126991,Männer Oberliga (100)
3,Jan Böttcher,5,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
4,Niklas Romahn,2,0,yellow,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
6,Hendrik Janßen,0,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
7,Till Sonnenberg,2,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
8,Tim Lukas Möller,2,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
9,Alexander Dohrmann,3,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
14,Daniel Rechter,0,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
15,Fabian Furtner,7,1,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
16,N.N. N.N.,0,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
17,Jonas Hoffmann,1,1,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
19,Ben Arthur Arend,0,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
21,Niklas Theege,7,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
30,Kevin Paulsen,2,1,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
54,Marco Simonsen,0,0,None,Rellinger TV,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
8,Jannick Rechter,2,1,yellow,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
10,Tobias Haan,3,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
14,Jan Niklas Richters,1,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
19,Matti Theophile,3,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
20,Max Lemke,2,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
22,Tino Kohrt,3,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
23,Tobias Rechter,1,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
25,Finn Ruhnau,0,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
31,Timo Okun,2,0,None,TuS Esingen,2024-11-09 18:00:00,handball4all.hamburg.7840211,handball4all.hamburg.126991,Männer Oberliga (100)
