number,name,goals,two_min,card,team,date,game_id,league_id,league_name
12,Kristin Fock,4,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Jette-Sophie Höhne,7,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Malin Plum,2,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Aneke Hipp,1,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
17,Annabelle Witzens,1,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
22,Kathrin Kahnert,0,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
25,Selina Marie Saß,3,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
29,Larissa Lieberam,0,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
77,Marion Müller,3,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7841546,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Julia Haase,0,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Jaclyn Bahlburg,1,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Melina Dreyer,1,1,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Jenny Hagemann,0,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Aylin Möhlmann,2,1,yellow,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Silja Janina Seemann,2,0,yellow,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Gül Klatt,10,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Nina Ralfs,2,1,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
25,Vanessa Klein,0,1,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
27,Katharina Falke,0,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
28,Nele Gülck,0,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
29,Liza Wesseloh,2,1,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
33,Vanessa Thoms,0,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
77,Jona Levke Pfannschmidt,2,0,None,Niendorfer TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Silke Wegers,2,0,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Rebecca Schraudolf,2,0,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Jannica Exner,0,0,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Katrin Strecke,1,1,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Lisa Hellmers,0,0,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
17,Svantje Siebert,4,0,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
22,Melanie Schlueter,5,1,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
23,Sarah Helf,2,1,yellow,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
82,Kirsten Mertgen,3,1,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
86,Nadine Blietz,4,1,None,Ahrensburger TSV 2,2024-11-03 13:00:00,handball4all.hamburg.7841556,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Sabrina Eggelmeyer,5,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Marie König,5,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Alicia von Appen,2,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Marina Steinmetz,3,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Madlin Rieboldt,6,1,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Daliah Fricke,2,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Eva Michel,0,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
18,Vivien Ratjen,0,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
31,Miriam Rump,1,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
40,Laura Trede,2,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
65,Chiara Marie Hinrichsen,1,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
77,Lena Paltian,1,0,None,HT Norderstedt 2,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Lisanne Ternite,0,0,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Franziska Pohl,2,1,yellow,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Jessica Steinberg,1,1,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Mona Diedrichs,0,1,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Danielle Wagner,6,0,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Claudia Auricchio,2,0,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Lynn Steinberg,0,1,yellow,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Meriam Derouiche,2,1,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Ulla-Kristina Peters,0,0,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
19,Aleyna Oruc,0,1,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Mia Jule Uhl,7,0,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
29,Pia Metzing,0,0,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
69,Stefanie Heilmann,0,0,None,TV Fischbek,2024-11-03 14:00:00,handball4all.hamburg.7841551,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Minnette Flaig,3,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Anthea-Margareta Meyer,7,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Lena Preuß,0,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Lale Mareen Bruß,1,0,yellow,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Anna Maria Schierholz,1,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Emilia Herbert,0,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Anne Kruschewski,3,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Pia-Kathleen Höflich,2,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Emma Neumann,0,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Lara-Marie Kruse,0,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Corinna Hoops,1,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Michelle Seib,1,0,None,HG Hamburg-Barmbek,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Maria Bernhard,2,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Aline Buttelmann,4,1,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Anna Rathjen,7,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Karina Vidal,1,1,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Laura König,2,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Theresa Anna Champion,1,1,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Luisa Horn,1,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Claudia Höpner,0,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Philina Becker,3,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
22,Nadège Späth,0,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
23,Sarah Rohr,2,1,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
31,Alina Volkmar,0,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
33,Yvonne Jagszent,0,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
44,Jacqueline Marie Müller,0,0,None,TH Eilbeck 2,2024-11-03 16:00:00,handball4all.hamburg.7841541,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Lisanne Ternite,0,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Franziska Pohl,0,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Jessica Steinberg,0,2,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Mona Diedrichs,0,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Claudia Auricchio,1,1,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Lynn Steinberg,1,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Meriam Derouiche,7,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Mara Skrey,0,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Ulla-Kristina Peters,0,0,yellow,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
19,Aleyna Oruc,0,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Mia Jule Uhl,5,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
29,Pia Metzing,0,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
69,Stefanie Heilmann,0,0,None,TV Fischbek,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Sabrina Kern,6,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Carolin Gätgens,3,1,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Marla Fuhs,10,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Jordis Mehrtens,4,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Sarah Stackebrandt,2,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Wiebke Nerger,1,0,yellow,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Lena Rosenau,3,1,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Frida Amelie Carstens,0,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Rieke Mensing,1,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Isabell Schmack,1,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
19,Nicola Katharina Haack,2,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
24,Lena Marie Schulz-Hildebrandt,3,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
33,Fabienne Hilmar,0,0,None,Eimsbütteler TV,2024-11-09 15:30:00,handball4all.hamburg.7841586,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Negar Monir,0,0,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Lynn Oppermann,4,2,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Gyde Hansen,6,0,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Viktoria Jung,4,2,yellow,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Carolin Ahrens,0,1,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Svenja Rothenstein,1,0,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Kathrin Hamacher,3,0,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
24,Sezen Zeynep Özcan,1,0,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
41,Stefanie Ullmann,9,0,yellow,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
42,Antonia Florentine Traffehn,0,1,None,HSV/Hamm 02,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Lilly Rössler,0,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Patricia Bohr,0,3,red,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Svenja Büttner,4,0,yellow,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Daria Chorus,0,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Franziska Gerfen,0,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Milena Antonia Ferraris,0,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Lina Schulz,0,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Luna Madeleine Thal,0,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Nadine Bünning,5,1,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Zoe Bergert,3,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Laura-Magdalena Wilkos,0,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
17,Lara Tietgen,3,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
26,Angelika Lührsen,1,0,None,SG Wilhelmsburg 2,2024-11-09 16:00:00,handball4all.hamburg.7841571,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Kathrin Kahnert,0,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Rica Andrea Rummel,4,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Laura Altendorf Blanco,0,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Lisa Lieberam,0,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Hanne Thiemann,0,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Kristin Fock,5,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Jette-Sophie Höhne,3,1,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Malin Plum,2,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Aneke Hipp,1,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
17,Annabelle Witzens,0,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
25,Selina Marie Saß,5,1,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
29,Larissa Lieberam,0,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
